Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
mRNA surveillance pathway_Homo sapiens_hsa03015,1/91,0.11592222223753673,1.0,0,0,8.14000814000814,17.540381039579348,PPP2R2B,KEGG_2016
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142,1/104,0.13138710634697248,1.0,0,0,7.1225071225071215,14.455892471221647,PPP2R2B,KEGG_2016
Sphingolipid signaling pathway_Homo sapiens_hsa04071,1/120,0.1500634132130179,1.0,0,0,6.172839506172839,11.708008144864456,PPP2R2B,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,1/124,0.15467171715256808,1.0,0,0,5.973715651135006,11.149643739267914,PPP2R2B,KEGG_2016
Dopaminergic synapse_Homo sapiens_hsa04728,1/129,0.16039826942887822,1.0,0,0,5.742176284811944,10.508730248088973,PPP2R2B,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,1/133,0.16495259629777692,1.0,0,0,5.569479253689781,10.036742642849939,PPP2R2B,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.1717395098007441,1.0,0,0,5.329070077271516,9.388630045575278,PPP2R2B,KEGG_2016
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261,1/148,0.18182037873406148,1.0,0,0,5.005005005005005,8.532212258629059,PPP2R2B,KEGG_2016
Hippo signaling pathway_Homo sapiens_hsa04390,1/153,0.18736969971053916,1.0,0,0,4.841442749939482,8.107826724899374,PPP2R2B,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,1/341,0.3716283302936752,1.0,0,0,2.1722602367763657,2.15023576901916,PPP2R2B,KEGG_2016
