Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
p53 signaling pathway_Homo sapiens_hsa04115,3/69,0.00035433704688318525,0.10382075473677327,0,0,21.73913043478261,172.72308669478417,CDKN2A;GORAB;DDB2,KEGG_2016
Prion diseases_Homo sapiens_hsa05020,1/35,0.06772690632728534,1.0,0,0,14.285714285714285,38.46102490497545,C5,KEGG_2016
Bladder cancer_Homo sapiens_hsa05219,1/41,0.07887918037823767,1.0,0,0,12.19512195121951,30.97363365224591,CDKN2A,KEGG_2016
Cysteine and methionine metabolism_Homo sapiens_hsa00270,1/45,0.08624165433518965,1.0,0,0,11.111111111111109,27.228910989816466,MTAP,KEGG_2016
Nucleotide excision repair_Homo sapiens_hsa03420,1/47,0.08990134362975671,1.0,0,0,10.638297872340424,25.628110550960194,DDB2,KEGG_2016
Staphylococcus aureus infection_Homo sapiens_hsa05150,1/56,0.10619386186177694,1.0,0,0,8.928571428571429,20.022222944253272,C5,KEGG_2016
Non-small cell lung cancer_Homo sapiens_hsa05223,1/56,0.10619386186177694,1.0,0,0,8.928571428571429,20.022222944253272,CDKN2A,KEGG_2016
Glioma_Homo sapiens_hsa05214,1/65,0.12220187846195762,1.0,0,0,7.6923076923076925,16.16985277179752,CDKN2A,KEGG_2016
Pancreatic cancer_Homo sapiens_hsa05212,1/66,0.12396319624600917,1.0,0,0,7.575757575757576,15.816443650757055,CDKN2A,KEGG_2016
Inositol phosphate metabolism_Homo sapiens_hsa00562,1/71,0.13271822757449078,1.0,0,0,7.042253521126762,14.222021040927501,PIP5KL1,KEGG_2016
Melanoma_Homo sapiens_hsa05218,1/71,0.13271822757449078,1.0,0,0,7.042253521126762,14.222021040927501,CDKN2A,KEGG_2016
Chronic myeloid leukemia_Homo sapiens_hsa05220,1/73,0.13619630195383398,1.0,0,0,6.849315068493151,13.65519203577026,CDKN2A,KEGG_2016
Pertussis_Homo sapiens_hsa05133,1/75,0.13966077554387374,1.0,0,0,6.666666666666668,13.12359218996336,C5,KEGG_2016
Complement and coagulation cascades_Homo sapiens_hsa04610,1/79,0.1465491274263136,1.0,0,0,6.329113924050633,12.15439598699508,C5,KEGG_2016
Peroxisome_Homo sapiens_hsa04146,1/83,0.15338369548447178,1.0,0,0,6.024096385542169,11.294052308932752,HACL1,KEGG_2016
Cell cycle_Homo sapiens_hsa04110,1/124,0.22043176017939126,1.0,0,0,4.032258064516129,6.097448022733103,CDKN2A,KEGG_2016
Systemic lupus erythematosus_Homo sapiens_hsa05322,1/135,0.2375208823608036,1.0,0,0,3.703703703703704,5.3240730875666005,C5,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.2390562017907975,1.0,0,0,3.6764705882352944,5.261237502788927,TACR1,KEGG_2016
Ribosome_Homo sapiens_hsa03010,1/137,0.2405885068605035,1.0,0,0,3.6496350364963503,5.199515493584321,RPS27L,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,1/137,0.2405885068605035,1.0,0,0,3.6496350364963503,5.199515493584321,DDB2,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.25424455381682703,1.0,0,0,3.4246575342465757,4.689926934471496,DDB2,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,1/180,0.3037062849804392,1.0,0,0,2.7777777777777777,3.3102617012344564,TACR1,KEGG_2016
Herpes simplex infection_Homo sapiens_hsa05168,1/185,0.31070484740722226,1.0,0,0,2.702702702702702,3.1592212463153917,C5,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.33801959598722336,1.0,0,0,2.4390243902439024,2.6454912411856544,CDKN2A,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,1/258,0.4054000460079064,1.0,0,0,1.937984496124031,1.7497692470476,CDKN2A,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.4066047848382679,1.0,0,0,1.9305019305019304,1.7372849612591188,PIP5KL1,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,1/265,0.4137833965197082,1.0,0,0,1.8867924528301887,1.664929507328928,EDA2R,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,1/277,0.4278874993880352,1.0,0,0,1.8050541516245489,1.5323013896192583,TACR1,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.4506624076110448,1.0,0,0,1.6835016835016834,1.3418127300659974,CDKN2A,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,1/397,0.5519164422318117,1.0,0,0,1.2594458438287153,0.748562489838177,CDKN2A,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,2/1239,0.7182425889371487,1.0,0,0,0.8071025020177562,0.2671088776415108,MTAP;PIP5KL1,KEGG_2016
