Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Cell cycle_Homo sapiens_hsa04110,3/124,0.01397179153498156,1.0,0,0,5.973715651135006,25.512036274478593,CDKN2B;CCNE1;MCM6,KEGG_2016
Drug metabolism - cytochrome P450_Homo sapiens_hsa00982,2/69,0.03190680789196512,1.0,0,0,7.1569153694757555,24.655114535119285,ALDH3A1;MGST1,KEGG_2016
Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980,2/73,0.035374811619313384,1.0,0,0,6.764755623203112,22.60615760718421,ALDH3A1;MGST1,KEGG_2016
Chemical carcinogenesis_Homo sapiens_hsa05204,2/82,0.04367807886307375,1.0,0,0,6.022282445046673,18.85521788970319,ALDH3A1;MGST1,KEGG_2016
Small cell lung cancer_Homo sapiens_hsa05222,2/86,0.047578842583712665,1.0,0,0,5.742176284811944,17.48703474069652,CDKN2B;CCNE1,KEGG_2016
Phenylalanine metabolism_Homo sapiens_hsa00360,1/17,0.06668935033874883,1.0,0,0,14.524328249818444,39.32766890188249,ALDH3A1,KEGG_2016
Histidine metabolism_Homo sapiens_hsa00340,1/24,0.09285518729033622,1.0,0,0,10.2880658436214,24.451791412754694,ALDH3A1,KEGG_2016
Homologous recombination_Homo sapiens_hsa03440,1/29,0.11110017288347243,1.0,0,0,8.514261387824607,18.70858259881568,RAD51D,KEGG_2016
Galactose metabolism_Homo sapiens_hsa00052,1/30,0.11470543902882314,1.0,0,0,8.23045267489712,17.822122109999633,LCT,KEGG_2016
beta-Alanine metabolism_Homo sapiens_hsa00410,1/31,0.11829626253520985,1.0,0,0,7.9649542015133425,17.001697344530708,ALDH3A1,KEGG_2016
Mucin type O-Glycan biosynthesis_Homo sapiens_hsa00512,1/31,0.11829626253520985,1.0,0,0,7.9649542015133425,17.001697344530708,GCNT1,KEGG_2016
Tyrosine metabolism_Homo sapiens_hsa00350,1/35,0.13251626945193934,1.0,0,0,7.0546737213403885,14.257847285906207,ALDH3A1,KEGG_2016
DNA replication_Homo sapiens_hsa03030,1/36,0.13603573228604424,1.0,0,0,6.8587105624142675,13.682014337161359,MCM6,KEGG_2016
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960,1/39,0.1465097247060229,1.0,0,0,6.331117442228553,12.159946011283292,SCNN1B,KEGG_2016
Carbohydrate digestion and absorption_Homo sapiens_hsa04973,1/45,0.16708290601895104,1.0,0,0,5.486968449931413,9.817641407546233,LCT,KEGG_2016
Intestinal immune network for IgA production_Homo sapiens_hsa04672,1/48,0.17718504444156866,1.0,0,0,5.1440329218107,8.902060924315464,CCL28,KEGG_2016
Glutathione metabolism_Homo sapiens_hsa00480,1/52,0.19046654074736952,1.0,0,0,4.748338081671416,7.874068086244818,MGST1,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,2/205,0.20166506670624598,1.0,0,0,2.408912978018669,3.8570238924153286,CDKN2B;CCNE1,KEGG_2016
Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010,1/67,0.2384130378056664,1.0,0,0,3.685277317118113,5.283768772817991,ALDH3A1,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.2445901968840509,1.0,0,0,3.5784576847378777,5.03908081833635,CCNE1,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,1/74,0.2598174367623267,1.0,0,0,3.3366700033366703,4.497083953618843,SSX2IP,KEGG_2016
Taste transduction_Homo sapiens_hsa04742,1/83,0.2864663387003844,1.0,0,0,2.974862412613417,3.718977364798984,SCNN1B,KEGG_2016
TGF-beta signaling pathway_Homo sapiens_hsa04350,1/84,0.2893681882587899,1.0,0,0,2.9394473838918285,3.6450775835189866,CDKN2B,KEGG_2016
Hematopoietic cell lineage_Homo sapiens_hsa04640,1/88,0.30085948443641164,1.0,0,0,2.8058361391694726,3.3701233230830754,CD1A,KEGG_2016
Prostate cancer_Homo sapiens_hsa05215,1/89,0.30370351286050296,1.0,0,0,2.7743098904147594,3.306154362936517,CCNE1,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,1/123,0.3938891051048712,1.0,0,0,2.0074274816822246,1.870291816573219,CCNE1,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,2/341,0.4030004530219338,1.0,0,0,1.448173491184244,1.3161255463772936,CCNE1;MTCP1,KEGG_2016
FoxO signaling pathway_Homo sapiens_hsa04068,1/133,0.41814579952459774,1.0,0,0,1.8564930845632601,1.6187229269181698,CDKN2B,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.42523401997145416,1.0,0,0,1.8155410312273057,1.552497506126939,CCNE1,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.4482510627189524,1.0,0,0,1.691188905800778,1.3570130148523374,CCNE1,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,2/397,0.4799512073653352,1.0,0,0,1.243897129707373,0.9131086003909129,CDKN2B;CCNE1,KEGG_2016
RNA transport_Homo sapiens_hsa03013,1/172,0.503921129767706,1.0,0,0,1.435544071202986,0.9838293306237712,FMR1,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,1/187,0.5334753495583491,1.0,0,0,1.3203934772562222,0.8296592255189925,CCL28,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,1/258,0.6513959442051532,1.0,0,0,0.9570293808019906,0.4102187888155141,CDKN2B,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,1/265,0.6612870746772055,1.0,0,0,0.9317493594223154,0.3853410014596628,CCL28,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.7030869709259846,1.0,0,0,0.8313588560502141,0.2928666756837483,CCNE1,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,3/1239,0.8852425064312414,1.0,0,0,0.597853705198338,0.0728745720527687,ALDH3A1;GCNT1;LCT,KEGG_2016
